1101,progress,verb,to move forward or toward a place or goal,進捗,We made good progress today.
1102,truth,noun,real facts about something,真実,Seek truth from facts.
1103,nobody,pronoun,no person; no one; not any person,誰も～ない,Nobody asked me any questions.
1104,examine,verb,to look at someone or something very carefully in order to learn more,試験をする,Examine the question in its entirety.
1105,lay,verb,to put or set something down in a flat position,横たわる,He lay down in a comfortable position.
1106,speed,noun,quality of being fast or quick,速さ,I want to go full speed.
1107,politics,noun,activities influencing the policies of a government,政治,Corruption reigns in politics.
1108,reply,noun,answer someone's question,返信,A good question deserves a good reply.
1109,display,verb,to put so they can be seen or be bought,表示する；展示する，表示；展示,The shop windows display the latest fashion.
1110,transfer,verb,to move something from one place to another,転送,"One moment, please, I'll transfer you."
1111,perfect,adjective,so good it/they cannot be improved,完全な；完璧な,Your idea is not good; it is perfect.
1112,slightly,adverb,concerning a small quantity or degree,わずかに,"Broadly construed, it's, uh, slightly useful."
1113,overall,adjective,"viewed as a whole; in general, not as details",全体,It's an important part of overall well-being.
1114,intend,verb,to plan or want to do something,意図する,I intend to work hard.
1115,user,noun,"person that uses a service or thing (e.g., a website)",使用者,I'm going to become an internet user.
1116,respond,verb,to say or write to answer the question,返事する；反応する,She didn't respond to my question.
1117,dinner,noun,"main meal of the day, usually in the evening in the us",夕食,I usually have dessert after dinner.
1118,slow,adjective,moving or happening without speed; not fast,遅い；遅くなる,Traffic is slow moving.
1119,regular,adjective,occurring or being done frequently,規則的な,He's a regular workaholic.
1120,physical,adjective,concerning the body of a person,身体の；肉体の,People need physical touch.
1121,apart,adverb,separated by an amount of time or space,離れて,Time apart is sometimes good for relationships.
1122,suit,verb,to be appropriate for a given situation,合う；適する,This situation would suit Tom.
1123,federal,adjective,system of government,連邦,I live in a federal republic.
1124,reveal,verb,"to make known, to show or prove",明らかにする,We must reveal the truth.
1125,percentage,noun,part of a whole divided into hundredths,割合,The percentage of illiteracy in that country is 36%.
1126,peace,noun,time when there is no war or fighting,平和,It's high time to make peace.
1127,status,noun,position or rank relative to others in a society,社会的地位,He lives corresponding to his social status.
1128,crime,noun,"act that is against the law; murder, theft, etc.",犯罪,Crime can harm local communities.
1129,decline,verb,to not accept an invitation or offer; refuse,断る,Unfortunately I must decline your invitation.
1130,decade,noun,period of 10 years,10年,A decade is ten years.
1131,launch,verb,to put a rocket into the air; put a ship into the water,発射する;始める,They will launch the project soon.
1132,warn,verb,to tell someone about possible danger,警告する,Doctors warn us of possible danger.
1133,consumer,noun,person who uses goods or services; individual buyer,消費者,Consumer confidence is critical.
1134,favor,noun,helpful act of kindness,親切，好む；賛成する,I wanted to return the favor.
1135,dry,adjective,without water; not wet,乾いた,The water crackers are really dry.
1136,partner,noun,someone you have a business or personal relationship with,パートナー；相棒,He's my business partner.
1137,institution,noun,organization created for a particular cause or purpose,機関; 施設,Each society has a different institution.
1138,spot,noun,see someone by chance,場所；地点；見つける,He did that on the spot.
1139,horse,noun,large animal with 4 legs used for riding,馬,A horse has four legs.
1140,eventually,adverb,finally,最終的には,We eventually got married.
1141,heat,verb,to make hot or hotter,熱くする,How do you heat your house?
1142,excite,verb,"to make someone feel happy, interested, or eager",興奮させる,A book can excite.
1143,reader,noun,person who reads written or printed materials,読者,The reader is important.
1144,importance,noun,being important; having a big effect on,重要性,I place great importance on respect.
1145,distance,noun,amount of space between two places or things,距離,I feel the distance between us.
1146,guide,verb,to lead people visiting a new or unknown place,案内する；指導する，案内者；指導者,Do the stars guide your way?
1147,grant,verb,to give or let someone do what they want,(願い・要求等を）聞き入れ付与する,Grant him more leeway.
1148,taxi,noun,car that transports people for money,タクシー,Are we going by car or by taxi?
1149,feed,verb,"to give food (e.g., to an animal or a baby)",食べ物を与える,It's time to feed the baby.
1150,pain,noun,strong feeling of hurt or discomfort,痛み,I'm feeling a lot of pain.
1151,sector,noun,area that includes certain kinds of job,部門,Algeria's service sector works great.
1152,mistake,noun,"something done wrong, calculated wrong.; error",一組,Somebody made a mistake.
1153,ensure,verb,"to make something sure, certain, or safe",保証する；確保する,Careful preparations ensure success.
1154,satisfy,verb,to be happy because you met your expectation,満たす,I only did it to satisfy you.
1155,chief,adjective,most important one,主要な； 最重要の,What are Algeria's chief strategic priorities?
1156,cool,adjective,almost cold; not warm or hot,涼しい；冷たい,"It's hot outdoors, but cool indoors."
1157,expert,noun,skillful person with special knowledge,専門家,She's an expert in her field.
1158,wave,verb,to move your hand or arm to say hello or goodbye,手を振る；波,Sami tried to wave his arm.
1159,south,noun,direction that is the opposite of north,南；南の；南へ,This year's favourable direction is east south east.
1160,labor,verb,to work hard (often physically) for many hours,労働,I work and always labor very much.
1161,surface,adjective,of the top layer; superficial,表面,The surface feels very smooth.
1162,library,noun,place where books and other media are kept,図書館,The library has books.
1163,excellent,adjective,extremely good,非常に優れた,Very good! You did an excellent job.
1164,edge,noun,boundary of a surface,縁,He's living on the edge.
1165,camp,noun,place where people live for a short time in tents,キャンプ,The camp looks like a farm.
1166,audience,noun,"group of people listening, watch a play, movie, etc.",観客,The play pleased the audience.
1167,lift,verb,to move something to higher position,持ち上げる,Help me lift the package.
1168,procedure,noun,usual or standard way in which something is done,手順,This is standard procedure.
1169,email,noun,"a system for sending messages electronically, especially from one computer to another using the internet",Eメール,Reread your email before sending it.
1170,global,adjective,"concerning, affecting, or involving the entire world",世界的な,A global crisis is at hand.
1171,struggle,verb,to try very hard to do something difficult,奮闘する,You struggle to do things properly.
1172,advertise,verb,"to show how good a product is, to make people buy",宣伝する,We advertise our products on TV.
1173,select,verb,"to choose from a group, something most suitable",選択する，厳選した,We must select one from among these applicants.
1174,surround,verb,to be on every side of something,囲む,They all surround me.
1175,extent,noun,range or space included in something,範囲；広がり,Do you love each other to that extent?
1176,river,noun,flowing water that runs from mountains to the sea,川,The river flows down to the sea.
1177,annual,adjective,"happening once a year, or every year",年次,"Every village, however small, has its annual fair."
1178,fully,adverb,completely or entirely,完全に；十分に,The medlars are fully bletted.
1179,contrast,verb,"to compare; to show clear, obvious differences",対照させる,Compare and contrast Cantonese with Mandarin.
1180,roll,verb,to move along a surface by turning many times,転がる,Heads are going to roll.
