701,guy,noun,informal man; boy; any person,男,Linda doesn't have any guy friends.
702,function,noun,what something is intended to be used for; purpose,機能,What is its function?
703,yesterday,adverb,day before today,昨日,I finished the report yesterday.
704,image,noun,"picture, sculpture, or painting of something",イメージ；画像,He carved a Buddhist image out of wood.
705,size,noun,how big or small a thing is,大きさ；サイズ,It's the size of a small car.
706,behavior,noun,way a person or thing acts; manner,行動,His behavior was peculiar.
707,addition,noun,fact of adding something; thing that is added,追加,The committee approved the addition.
708,determine,verb,to control exactly how something will be or act,決定する,I'll determine how we proceed.
709,station,noun,place where you can catch a train or a bus,駅,Where is the bus station?
710,population,noun,"number of people who live in a country, area, etc.",人口,The country has a large population.
711,fail,verb,"to not achieve a goal, or to go wrong",失敗する、目標に達成しない,Your plan is doomed to fail.
712,environment,noun,natural world in which plants and animals live,環境,They planted trees to help the environment.
713,production,noun,process of making something on a large scale,生産,The company went into large-scale production.
714,contract,noun,"legal agreement (e.g., for doing work for money)",契約,She had a work contract.
715,player,noun,person who plays sports,選手；プレーヤー,"He's a volleyball player, isn't he?"
716,comment,noun,something you say; give an opinion; remark,論評,Please leave a comment below.
717,enter,verb,to go into a room,入る,I decided to enter the room.
718,occur,verb,to come to pass or to happen,発生する,Those events are expected to occur.
719,alone,adverb,without anyone or anything else,一人で,"She came alone, without him."
720,significant,adjective,large enough to be noticed or have an effect; important,重要な,The results are significant.
721,drug,noun,chemical used as a medicine,薬,This drug treats infections.
722,wall,noun,"high, flat side of a room or building",壁,The wall is a meter high.
723,series,noun,number of things that happen one after another,連続,Life is a series of coincidences.
724,direct,verb,to tell someone to do something in a straight-talking way,直接,Please direct the team clearly.
725,success,noun,achievement of a desired purpose or goal,成功,Success is achieving your goal.
726,tomorrow,adverb,day after today,明日,We will meet again tomorrow.
727,director,noun,senior person who manages part of an organization,(会社の)重役；所長；監督,Ziri is a managing director.
728,clearly,adverb,in a way that is easy to understand; obviously,はっきりと；明らかに,Speak clearly so everybody can understand you.
729,lack,verb,"to not have, or not have enough, of something",不足，欠いている,What you lack is stamina.
730,review,verb,to carefully look at the quality of something,批評，批評する,Let's review the evidence.
731,depend,verb,"to need (someone or something) for support, help, etc.",依存する,They depend on our help.
732,race,noun,"contest between people, animals, or vehicles, to determine which is the fastest",競争，競争する,Slow and steady wins the race.
733,recognize,verb,to remember because you have met it before,認識する,"I've never met him, but I recognize him."
734,window,noun,opening in a wall or door to let in light,窓,Close the door and open the window!
735,purpose,noun,reason for which something is done; aim; goal,目的,Meaningful work leads to purpose.
736,department,noun,division of a larger part or organization,部門,Where's the shoe department?
737,gain,verb,"to get something wanted, needed, or valued",得る,What do you hope to gain?
738,tree,noun,tall green plants in a forest,木,The tree grew very tall.
739,college,noun,school or educational institution for adults,大学；短期大学,I'd like to go to college.
740,argue,verb,to give reasons for or against an idea or point of view,言い争う,Did you argue against it?
741,board,noun,surface for posting or showing information,板,Stick a notice on the board.
742,holiday,noun,day when people don't go to work or school,休日；祝日,We have a school holiday tomorrow.
743,mark,verb,to make or leave a visible sign on something; a writing symbol,印,Mark the right answer.
744,church,noun,building where religious people gather and pray,教会,A church is a place to pray.
745,machine,noun,piece of equipment used to do work,機械,This machine works by electricity.
746,achieve,verb,"to succeed in doing something good, usually by working hard",達成する,They worked hard to achieve success.
747,item,noun,"distinct, individual thing, often part of a group",事項；項目,Put price labels on each individual item.
748,prove,verb,to demonstrate truth by providing evidence,証明する,Are you trying to prove something?
749,cent,noun,"100th of the basic unit of money (e.g., there are 100 of these in a dollar)",セント,I don't have a cent.
750,season,noun,one of the four parts of the year determined mainly by the weather during that time,季節,It rains a lot during the rainy season.
751,floor,noun,part of a room on which you stand,床,What floor is my room on?
752,stuff,noun,"generic description for things, materials, objects",もの,All this stuff can be sold.
753,wide,adjective,having a great distance from one side to the other,広い,The road is not wide enough.
754,anyone,pronoun,any person,誰でも,I don't trust anyone any more.
755,method,noun,organized and planned way of doing something,方法,I prefer a systematic method.
756,analysis,noun,careful study to better understand something,分析,Science requires careful observation and analysis.
757,election,noun,process of choosing someone by voting,選挙,Are they voting in the election?
758,military,noun,concerning soldiers or the armed forces,軍隊,Did you serve in the military?
759,hotel,noun,place where people can stay when traveling,ホテル,Which hotel are we staying at?
760,club,noun,"group of people who share an interest, as in sport",クラブ,Are you a member of a sports club?
761,below,adverb,"in a lower position, place, or level",下に；低く,Who lives in the room below?
762,movie,noun,motion picture; film,映画,I'm making a movie.
763,doctor,noun,a professional who is trained and licensed to treat sick or injured people; a person who has the highest degree given by a university,医者,The sick woman goes to the doctor.
764,discussion,noun,any long communication about some particular topic,討論,We had a long discussion about it.
