2001,achievement,noun,something good that you have successfully done,達成；成果,What is your proudest achievement?
2002,negotiate,verb,to have a formal discussion to reach an agreement,交渉する,The diplomats are meeting to negotiate.
2003,dominate,verb,to have power or influence over,支配する,Mary wants to dominate Tom.
2004,supplier,noun,organization that provides a product or service,供給者,We depend on the supplier.
2005,prize,noun,something that is won in a contest or given as an award,賞品,He won this prize in a contest.
2006,typically,adverb,in a normal or usual way,典型的に,He typically didn't enter early.
2007,peer,noun,"person of the same age, class, or background as another",同級生；同僚,Sami faced peer pressure at school.
2008,pension,noun,regular payments you receive after you retire,年金,The old man lives on his pension.
2009,wing,noun,part of an animal's body that is used for flying,羽,A butterfly's wing contains many details.
2010,acquisition,noun,act of getting something,獲得；買収,The acquisition of wealth does not interest me.
2011,laughter,noun,action or sound of laughing,笑い,There was occasional laughter.
2012,deeply,adverb,"to a great, intense, or extreme extent",深く；深刻に,I think deeply about life’s purpose.
2013,recognition,noun,accepting that something is true or that it exists,認識,Her work received public recognition.
2014,electricity,noun,energy generated positive and negative charges,電気,The machine generated large amounts of electricity.
2015,assistance,noun,act of helping someone,援助,I called to offer my assistance.
2016,roof,noun,cover or top of something,屋根,He's on top of the roof!
2017,retirement,noun,time when someone has stopped working because of their age,引退；退職,He plans for retirement carefully.
2018,respectively,adverb,in the order people or things were mentioned,それぞれ,"They finished first and second, respectively."
2019,variation,noun,something almost the same as another but different,変化,There was not much variation from the norm.
2020,ultimately,adverb,"finally, after doing other things",最終的に,He ultimately gave up.
2021,proof,noun,information which shows that something is true or correct,証拠；証明,Ziri showed the police his proof.
2022,soil,noun,top layer of earth in which plants grow,土壌,Rich soil yields good crops.
2023,smart,adjective,"being clever, having a good mind",賢い,The smart one learns!
2024,layer,noun,an amount of something that is spread over a surface,層,Today the ozone layer is thinning.
2025,upset,adjective,"troubled, worried, or angry",動揺した,Tom is angry and upset.
2026,tooth,noun,hard white thing in the mouth used for biting and eating,歯,How did you chip your tooth?
2027,representation,noun,speaking or doing something officially for another person,表現,Representation matters in decision-making.
2028,preparation,noun,getting ready for something,準備,The key is preparation.
2029,dispute,noun,argument between two or more parties about something,紛争,They're having a dispute about money.
2030,agenda,noun,a list of subjects that people will discuss at a meeting,議題; 政策; 方針,The agenda for the meeting has been distributed.
2031,emphasis,noun,particular importance to the way something is said,強調,This point deserves special emphasis.
2032,edition,noun,a particular version of something that is sold to the public,版,Buy this limited edition designer deckchair!
2033,silver,noun,"expensive, near white color metal (symbol Ag)",銀,Gold and silver are metals.
2034,entertainment,noun,"activities that make people have a good time by singing, telling jokes, etc.",娯楽,I play sports for entertainment.
2035,honest,adjective,good; always telling the truth and not stealing,正直,An honest man never steals money.
2036,undertake,verb,"to begin or attempt, commit oneself to and begin",引き受ける,I undertake to do that.
2037,retail,adjective,concerning the business of selling products to the public for personal use,小売,A retail merchant buys wholesale and sells retail.
2038,wire,noun,"thin, flexible thread of metal",針金；ワイヤー,There are copper threads within the wire.
2039,unlikely,adverb,not being likely to happen or not likely to be the truth,～しそうにない,Rain is unlikely this afternoon.
2040,gay,noun,person attracted to someone of the same sex,同性愛者,I'm both fat and gay.
2041,publication,noun,process of producing a book or magazine,発表；出版,Where do you recommend I submit for publication?
2042,slight,adjective,very small in degree or amount,わずかな，軽視,His condition is slight.
2043,unknown,noun,not familiar or famous,知られていない,Yanni was afraid of the unknown.
2044,framework,noun,basic structure of something,構成；構想,The whole framework was made of iron.
2045,zone,noun,area of space used for a particular reason,地帯,It was a war zone here.
2046,restrict,verb,to prevent from doing something,制限する,Israeli authorities restrict Israeli Arabs from owning lands.
2047,trace,verb,"to find, describe or discover by investigation",痕跡；跡，跡を追う,Tom is trying to trace his birth mother.
2048,inch,noun,a measure of length; 1/12 of a foot (2.54 centimeters),インチ,The gap is one inch wide.
2049,equivalent,adjective,"being about equal in value, use, or meaning",同等の；相当する，同等物,The two books are equivalent in value.
2050,solid,adjective / noun,firm or hard; not a gas or liquid,固体の；堅実な,Ice is water in solid form.
2051,enterprise,noun,a business or organization,企業； 事業； 企て,We were associated in the enterprise.
2052,elderly,adjective,"a polite word for 'old', used to describe people",年配の,I respect elderly people.
2053,owe,verb,"to need to pay money to a person, bank, business, etc.",借りがある；義務がある；おかげである,I owe a lot of money.
2054,governor,noun,person who leads a state or province,知事,I'm focused on being governor.
2055,uniform,noun,a set of clothes that show you are part of a group or school,制服，統一の,We wear a uniform at school.
2056,port,noun,a town or an area of a town next to water where ships arrive and leave from,港,The ship is about to leave port.
2057,pitch,noun,1. the level of a sound; 2. a throw of a ball; 3. a speech to sell something; 4. black substance that is sticky when hot and hard when dry,ボールを投げる，投球,Her pitch was too high.
2058,arrival,noun,when someone or something gets to a place,到着,His arrival pepped up the party.
2059,contemporary,adjective,being of the time being discussed,現代の；同時期に起こる,He's contemplating the complexity of contemporary life.
2060,gate,noun,place in a fence which can be opened or closed,ゲート；門,Can we get this gate open?
2061,ease,noun,state of being comfortable or relaxed,気楽さ；容易さ,Claudio felt more relaxed and at ease.
2062,beer,noun,alcoholic drink that is made from wheat or grains,ビール,Beer is an alcoholic drink.
2063,specialist,noun,person who works in one specific area of a field or profession,専門家,He's a specialist in this field.
2064,assure,verb,to make sure that something happens,保証する,I can assure success.
2065,profile,noun,description listing the basic information about a person or group,プロフィール，概略を書く；同僚,Enclosed is our company profile.
2066,mood,noun,emotion or a state of mind; how you feel,気分；ムード,You're in quite a mood today.
2067,episode,noun,show which is part of a larger story,エピソード；出来事,"Play the next episode, please."
2068,crack,verb,to almost break something,割れる，割れ目,It's a tough nut to crack.
2069,numerous,adjective,existing in large numbers,多くの,Numerous inventions emerge worlwide.
2070,submit,verb,to accept a superior force has power over you,提出する；服従する,I won't submit to your authority.
2071,symptom,noun,a change in someone or something that shows they have an illness or problem,症状；兆候,Diarrhea is an unpleasant symptom.
2072,virtually,adverb,almost completely,事実上,The battle was virtually over.
2073,era,noun,a period of time in history that is special for a particular reason,時代,The revolution heralded a new era.
2074,coverage,noun,"way a newspaper, television program, etc., reports an event or subject",報道,The story received wide coverage.
2075,tension,noun,feeling of anxiety and inability to relax,ピンと張ること；緊張,The tension became unbearable.
2076,cable,noun,"wire carrying electricity, tv signals, internet, etc.",電線,We need several miles of cable.
2077,sensitive,adjective,easily hurt or damaged,敏感な；繊細な,I'm a sensitive individual.
2078,nervous,adjective,having a tendency to become uneasy or anxious,緊張する；神経質な,"It's making you nervous, isn't it?"
2079,input,verb,"to put in information, advice, or opinions",入力する；入力,Input your email address.
2080,isolate,verb,to keep in a place or situation apart from others,隔離する,He tends to isolate himself.
2081,prisoner,noun,someone kept in a prison as punishment for a crime,囚人,I'm prisoner for a crime I didn't commit.
2082,eliminate,verb,to completely remove; to get rid of,排除する,We tried to eliminate all danger beforehand.
2083,tight,adjective,held together firmly; difficult to move,きつい,I am in a tight place.
2084,wet,adjective,covered or soaked with a liquid; not dry,濡れている,The ink is still wet.
2085,secondary,adjective,less important than something else,二番目の；二次的な,This problem is only of secondary importance.
2086,welfare,noun,a government program to help poor people,福祉；幸福,The government should promote common welfare.
2087,recruit,verb,"to get people to come and work, join, or study with you",採用する；募集する，新入社員,We tried to recruit Tom.
2088,exclude,verb,to prevent someone from access to a group,除外する,They decided to exclude him from their circle.
2089,string,noun,thin rope,ストリング；糸,Someone has cut my kite string.
2090,cloud,noun,"a mass of water vapor in the sky, as when it is going to rain",雲,That cloud bodes rain.
