401,body,noun,a person's physical self,体,He has an athletic body.
402,require,verb,"to need something, to make it necessary",必要とする,We will require you.
403,wait,verb,to spend time until an expected thing happens,待つ,We'll just have to wait until something happens.
404,general,adjective,"widespread, normal or usual",一般的な；全般的な,Does he have general common sense?
405,appear,verb,"to be seen, become visible; come into sight",現れる,You have to appear in person.
406,toward,adverb,facing or moving in the direction of something,～の方へ；～へ向いて；～に対して,We walked toward the station.
407,team,noun,group of people working on a task together,チーム,Let's work together as a team.
408,easy,adjective,not hard to do; not difficult,簡単な,It isn't difficult. It is easy.
409,individual,noun,"single person, looked at separately from others",個人，個人の,You're one narrow minded individual.
410,full,adjective,containing or holding as much as possible,いっぱいの；満ちた,My hand is too full!
411,black,adjective,color of the sky on a dark night,黒い,The night sky was inky black.
412,sense,verb,"to perceive using sight, sound, taste touch or hearing",感覚,I sense a plot afoot.
413,perhaps,adverb,"possibly, but not certainly; maybe",ひょっとすると；おそらく,Perhaps it's just a coincidence.
414,add,verb,"to put two things or numbers together (e.g., 2+2)",加える,Can you add these numbers?
415,rule,noun,statement that says how things should be,ルール,This rule should be followed.
416,pass,verb,to travel through or near a place,通り過ぎる；渡す,Did you pass through here?
417,produce,verb,to manufacture something using machines,産出する；製造する,Algeria needs to produce machines.
418,sell,verb,to exchange something for money,売る,We sell goods on commission.
419,short,noun,small distance from one end to the other,短い,The meeting was quite short.
420,agree,verb,to have the same opinion as someone else,同意する,I agree with his opinion.
421,law,noun,system or rules made by the government,法律,The government must enforce the law immediately.
422,everything,pronoun,all of the things mentioned,すべてのこと・もの,"It's all lies, everything you said."
423,research,verb,to carefully study to find and report new knowledge,研究,He dedicates himself to research.
424,cover,noun,thing you put over something to close or hide it,蓋; 覆う,Duck and take cover.
425,paper,noun,pages of a book are made from this,紙,Books are made out of paper.
426,position,noun,specific location where someone or something is,位置；ポジション,Where is my position on the map?
427,near,adjective,with a small distance between things,近く；近くに,It was a near thing!
428,human,noun,"a person; a man, woman or child",人間,A child is the young of a human.
429,computer,noun,a machine for storing information and accessing the internet,コンピューター,I am connecting this computer to the Internet.
430,situation,noun,"condition, location or position",状況,The situation there was critical.
431,staff,noun,employees of a company,職員，職員を配置する,The company employs 22 full-time staff.
432,activity,noun,"an action or task (e.g., sports, washing your clothes)",活動,Make the scope of activity global.
433,film,noun,movie,映画,This is a film for adults.
434,morning,noun,early part of the day before 12 noon,朝,Morning is before noon.
435,war,noun,situation where armies fight each other,戦争,I dreamt about fighting in a war.
436,account,noun,arrangement with a bank to keep your money for you,(預金)口座,Do you have a bank account?
437,shop,noun,place which sells things,店；商店,The shop sells different products.
438,major,adjective,"important, serious, or large in scope",主要な,This is a major concern.
439,someone,pronoun,person who is not known or named,誰か,Someone named Tom called you.
440,above,adverb,in a higher place than something else,〜の上に,They live on the floor above.
441,design,verb,to plan in a particular way to fulfill a purpose,設計,They design sustainable art installations.
442,event,noun,something that happens,出来事,That event happened 15 years ago.
443,special,adjective,different from what is usual; better or greater than normal,特別,So you think you're special?
