901,guess,verb,to give an answer without knowing if it is correct,推測する,"If you don't know the answers, guess."
902,fun,adjective,amusing and enjoyable,楽しい,This novel is fun and enjoyable.
903,protect,verb,to defend someone or something from harm or danger,保護する,I'll protect you from danger.
904,resource,noun,essential supply of something,資源,Water is a vital resource.
905,science,noun,knowledge of the physical world based on facts,科学,Science helps us understand the natural world.
906,disease,noun,"illness that affects a person, animal, or plant",病気；疾患,The animal died of the disease.
907,balance,verb,to make two or more things equal,残高,We must balance our budget.
908,damage,noun,physical harm that is done to something,損害，損害を与える,How much damage was done?
909,basis,noun,"starting situation, fact, idea to develop from",基礎,Make that book your basis.
910,author,noun,"person who writes books, plays, poems, etc.",著者,The author often plays with words.
911,basic,adjective,at the most important or easiest (beginner) level,基本的な,This is the most basic of basics.
912,encourage,verb,to make someone more determined or confident,励ます；奨励する,Do you encourage others to grow?
913,hair,noun,long thin strands on your head or body,髪；毛,Your hair is so long.
914,male,adjective,characteristic of boys or men,男性,He looks like a male model.
915,operate,verb,to be working or being used,作動する；操作する；作用する；経営する,We're gonna have to operate you.
916,reflect,verb,"to bounce back off a surface (e.g., light)",反射する,This caused him to reflect.
917,exercise,noun,to work out to become stronger and healthier,運動する,I take exercise for health.
918,useful,adjective,that can help with a particular task,有用,I want to do something useful.
919,restaurant,noun,"place where you can order, buy and eat a meal",レストラン,This restaurant provides good meals.
920,income,noun,"earned money from work, investments, or business",収入,He makes great income.
921,property,noun,"things, buildings, or pieces of land owned by someone",所有物；財産,He holds property on their land.
922,previous,adjective,existing or happening before the present time,前の,He's had previous affairs.
923,dark,adjective,having little or no light; not light in color,暗い,The color is a little too dark.
924,imagine,verb,to think creatively about; form a mental picture of,想像する,Everything you can imagine is real.
925,okay,interjection,yes; alright,はい,"Okay dad, yes mom!"
926,earn,verb,to get money for work,稼ぐ,We work to earn money.
927,daughter,noun,a female child of someone,娘,The daughter of a child is a granddaughter.
928,post,verb,to send a letter or package using the post office,郵送する,I've forgotten to post the letter.
929,newspaper,noun,sheets of paper (or online) containing news stories,新聞,The newspaper supplies news.
930,define,verb,to explain the meaning of words,定義する,Can you define that word without ambiguities?
931,conclusion,noun,judgment or opinion after thinking for a while,結論,The conclusion is biased.
932,clock,noun,a device that shows the time,時計,The clock displays the time.
933,everybody,pronoun,every person; everyone,みんな；誰でも,Everyone knew everybody else.
934,weekend,noun,Saturday and Sunday,週末,Saturday and Sunday are called weekend.
935,perform,verb,to carry out an action well or successfully,成し遂げる,I perform my work very well.
936,professional,adjective,"about a job such as a doctor, lawyer, accountant, etc.",プロフェッショナル,Tom did a professional job.
937,mine,pronoun,that thing that belongs to me,私のもの,All these things are mine.
938,debate,noun,general public discussion of a topic,討論,The issue sparked public debate.
939,memory,noun,something that has been remembered,記憶,Stefan remembers this memory vividly.
940,green,noun,color of young leaves,緑色,This ivy's leaves are very bright green.
941,song,noun,some music with words in verse,歌,I created the music for the song.
942,object,verb,to disagree; to protest against an idea or plan,反対する,I must object to this plan.
943,maintain,verb,"to keep, exist or continue without changing",維持する；持続する,Let's maintain the status quo.
944,credit,noun,system to buy something and pay for it later,クレジット；信用,I pay by credit card.
945,ring,noun,"to produce a sound from a bell, alarm, or telephone; a piece of jewelry worn on a finger",ベルやアラームの鳴る音,On which finger is the ring worn?
946,discover,verb,to find something new that was not known before,発見する,There's always something new to discover.
947,dead,adjective,not alive,死んでいる,He is neither alive nor dead.
948,afternoon,noun,time after 12:00 and before the evening meal,午後,It's afternoon coffee time.
949,prefer,verb,to like something better than something else,好む,I prefer something better.
950,extend,verb,"to straighten or stretch something out (e.g., your leg)",引き伸ばす；広げる,She wants to extend the no-smoking area.
951,possibility,noun,something with a chance of happening or being true,可能性,Is there a possibility that'll happen?
952,direction,noun,"describes the way you are going (e.g., north)",方向,Which direction is north?
953,facility,noun,piece of equipment or buildings with a special use,施設,He works at a storage facility.
954,variety,noun,particular types of things or persons,バラエティ；多様性,Variety is the spice of life.
955,daily,adverb,happening every day,日々,Traffic accidents happen daily.
956,clothes,noun,"things you wear on your body (e.g., shirt, dress, tie)",衣服,I wear designer clothes myself.
957,screen,noun,"flat surface on a computer, or tv that shows images",画面,They were behind a computer screen.
958,track,verb,to follow behind someone to see what they are doing,跡；道，追跡する,We managed to track Tom down.
959,dance,verb,to move your body rhythmically to music,踊る,Music makes you dance.
960,completely,adverb,in every way or as much as possible,完全に,"Every moment is unique, unknown, completely fresh."
961,female,adjective,person of the sex that gives birth to babies,女性,"At conception, everyone is female."
962,responsibility,noun,state of being dependable or reliable,責任,He has a sense of responsibility.
963,original,adjective,"being first made, thought, or performed; fresh",元の,Her ideas are quite original.
964,sister,noun,female you share a parent with,姉妹,I share a bedroom with my sister.
965,rock,noun,"big stone; hard, solid substance forming mountains",岩；石,The interior of the hill is solid rock.
966,dream,noun,"images, thoughts, and feelings that are experienced during sleep",夢,I awoke from a dream.
967,nor,conjunction,used to show two things that are both untrue or do not happen,～もまた～でない,Neither Tom nor Mary has confessed.
968,university,noun,high-level educational institution; college,大学,The college is affiliated with the university.
969,easily,adverb,without difficulty,簡単に,Anyone can do it easily.
970,agency,noun,business that provides some service for others,代理店,The car rental agency provided excellent customer service.
971,dollar,noun,a basic unit of money equal to 100 cent,ドル,A dollar is 100 cents.
972,garden,noun,yard; ground outside your house to grow plants,庭,Plant trees in your garden.
973,fix,verb,to make something whole or able to work again,直す；修正する,They were able to fix the computer.
974,ahead,adverb,in or toward the front,前方に；先に,I'm looking straight ahead of me.
975,cross,verb,to meet at one point,交差する,We have to cross the street.
976,yeah,interjection,yes (informal),ええ,"""Can I ask you something?"" ""Yeah."""
977,candidate,noun,a person being considered for a job or position in office,候補者,Tom considers himself a worthy candidate.
978,weight,noun,how heavy something is,重さ,Guess how much weight I've gained.
979,legal,adjective,concerning the law; allowed by law,合法的な；法的な,We must follow the legal regulations.
980,proposal,noun,offer or plan to people who can decide about it,提案,They will accept your proposal.
