2701,reckon,verb,to believe that something is true or possible; to calculate or guess,数える；計算する,I reckon that's true.
2702,silly,adverb,lacking seriousness or foolish,ばかな,That was a silly mistake.
2703,transportation,noun,"act, system, or business of moving people or goods from one place to another",交通手段,People here depend on public transportation.
2704,harbor,noun,area of water protected by land and used by ships,港,There are many ships in the harbor.
2705,comedy,noun,"light or funny play or film, usually with a happy ending",コメディー,They watched a romantic comedy.
2706,chase,verb,to follow and try to catch someone or something,追いかける，追跡,They chase each other.
2707,storage,noun,a safe place to keep something until it is needed,貯蔵；保管；保管場所,Safe gun storage saves lives.
2708,universe,noun,all of space and everything in it,宇宙,The universe is infinite in time and space.
2709,horrible,adjective,very unpleasant,恐ろしい,The smell was horrible.
2710,sheep,noun,farm animal kept for meat and wool,羊,Sheep are farmed for their wool.
2711,lover,noun,a person who likes someone or something very strongly,恋人,He is an ardent music lover.
2712,rat,noun,an animal that looks like a large mouse,ネズミ,The rat is a rodent.
2713,portrait,noun,"painting, drawing, or photograph of a person's head and shoulders",肖像,Did you paint this portrait?
2714,innocent,adjective,not having done anything wrong or bad,無邪気な,He was innocent of the crime.
2715,substitute,noun,person or thing that takes the place of something,代わり，代用する：置き換える,It was my substitute teacher.
2716,supplement,noun,something added to another thing to make it better,補足，補う,This guide is a useful supplement.
2717,adjustment,noun,a small change to make something function better,適応；調整,You need an attitude adjustment.
2718,reasonably,adverb,in a fair and just manner,合理的に,The refectory does reasonably priced food.
2719,filter,noun,device to remove unwanted substances from a liquid or gas,ろ過器；フィルター，ろ過する；フィルターにかける,It's necessary to clean the filter.
2720,flexible,adjective,capable of being easily bent or changed without breaking,柔軟な,I can be very flexible.
2721,abstract,adjective,concerning something that doesn't exist physically,抽象的な; 理論的な,The theory is too abstract for me.
2722,tent,noun,portable cloth shelter used outdoors,テント,I wasn't used to that tent.
2723,precise,adjective,very accurate and exact expression or detail,精密な；正確な,The measurements must be precise.
2724,distant,adjective,existing or happening far away in space,遠い,She explored a distant galaxy.
2725,stranger,noun,someone you do not know,見知らぬ人,He's a complete stranger.
2726,shade,verb / noun,area of darkness where something stops the light,陰にする；日陰,He's lying in the shade.
2727,grain,noun,seeds of plants used for food,粒；穀物,Farmers sow grain seeds in spring.
2728,situate,verb,to place someone or something in a particular place or position,位置付ける,We will situate it nearby.
2729,summarize,verb,to state the main or most important ideas of something,要約する,Can you summarize what you understood?
2730,leap,verb / noun,to move forwards often in big steps,跳ぶ；跳躍,How often is it a leap year?
2731,snap,verb / noun,to break something long and thin,パチンと折れる音；パチンと音を立てる,The rubber band broke with a vicious snap.
2732,probability,noun,what the chances are that something will happen,確率,The probability of that happening is low.
2733,leather,noun,a material made from the skin of an animal,革；革製品,This bag is made from vegan leather.
2734,uncertainty,noun,feeling that you don't really know what will happen,不確実なこと,I feel the uncertainty of life.
2735,swear,verb / noun,to make a serious promise to do something,誓う；誓い,You must swear to keep your promise.
2736,refugee,noun,a person who ran away from his or her country because of war,難民,Volodymyr became a refugee.
2737,shore,noun,land along the edge of an area of water,岸,He walked along the shore.
2738,monthly,adverb,occurring twelve times a year,毎月,The report is published monthly.
2739,comprise,verb,to make up or form something,含む；構成する,Uyghurs comprise the majority in Kashgar.
2740,stir,verb,to mix something by making circular movements in it with a tool,かき混ぜる,Stir the paint with a stick.
2741,excitement,noun,when people feel very happy and enthusiastic,興奮,Women like passion and excitement.
2742,sigh,verb,to breathe out in a way to show boredom or disappointment,ため息，ため息をつく,He seemed to sigh.
2743,pregnancy,noun,time when a female is going to have a baby,妊娠,I decided to carry the pregnancy to term.
2744,experimental,adjective,using techniques that are different or untried before,実験的,It is a very experimental play.
2745,institutional,adjective,concerning a large organization such as a hospital or university,制度の,Institutional racism is a serious problem.
2746,slice,noun,a flat piece of food that has been cut from a bigger piece,一切れ,He cut off a slice of meat.
