801,husband,noun,married man,夫,Your husband is a lucky man.
802,access,noun,an entrance to a place; a way in,アクセス,Yanni has access to that place.
803,movement,noun,part of a piece of music,楽章,Yanni is part of an artistic movement.
804,treat,verb,to act in a certain way toward someone,扱う,Don't treat anyone this way.
805,identify,verb,to indicate who or what someone or something is,確認する；同一視する,Who can identify them?
806,loss,noun,experience or state of failing to have or keep,失うこと,Job loss can lead to insanity.
807,shall,auxiliary verb,"expressing the future tense, to expect to happen",～だろう；～することになっている,Shall we see what happens next?
808,modern,adjective,of the present time; up to date; contemporary,現代の,She's a modern girl.
809,pressure,noun,force/weight when pressing against a thing,圧力,They exert pressure on them.
810,bus,noun,a large road vehicle used for carrying many people,バス,This bus can carry 30 people.
811,treatment,noun,way someone acts toward another,扱い；待遇；治療,Tom requires a special treatment.
812,conference,noun,an event where people exchange ideas,会議,We're having a conference.
813,yourself,pronoun,"reflexive form of 'you', used for an emphasis",あなた自身,Behave yourself while I'm gone.
814,supply,verb,to give or sell goods to others for their use,供給,We supply cupcakes to local restaurants.
815,village,noun,small town in the country,村,The world is a small village.
816,worth,noun,how much something is worth; the value of something,価値,How much is this coin worth?
817,natural,adjective,not made by humans; without human intervention,自然の,"Animals are pure, natural beings."
818,express,verb,to state or show what you think or how you feel,表現する,Let them express how they feel.
819,indicate,verb,"to show something, direct attention to, or point out",示す,Indicate the correct option.
820,attend,verb,to be present at an event,出席する,The event is free to attend.
821,brother,noun,a boy or man who shares a parent with you,兄弟；仲間,The swimming boy is my brother.
822,investment,noun,something purchased hoping its value will increase,投資,That investment has finally paid off.
823,score,verb,to get points in a sport such as kicking a ball into a goal,得点，得点する,I want to score more goals.
824,organize,verb,"to arrange and plan things (e.g., a party)",組織する；まとめる；計画する,I'm going to organize a party.
825,trip,noun,journey or visit to a place,旅行,Every trip is an adventure.
826,beyond,adverb,on or to the farther side; in addition to,～の向こうに；～を超えて；～のほかに,The village lies beyond the hill.
827,sleep,verb,"to rest your body in bed, as at night time",眠る,I sleep in a big bed.
828,fish,noun,animal that swims and lives in the sea,魚,The fish lives in the sea.
829,promise,verb,to say you will certainly do something,約束する,I promise to be loyal.
830,potential,adjective,capable of happening or becoming reality,潜在的な,He is a potential leader.
831,energy,noun,physical or mental strength,精力；エネルギー,She is full of energy.
832,trouble,verb / noun,state of difficulty or stress,悩み；困難；面倒；もめごと；病気；故障,I have trouble handling stress.
833,relation,noun,"manner in which people, groups, or countries behave toward one another",関係,The relation with my father-in-law is very good.
834,touch,verb,"to feel an object with your fingers, etc.",触る；接する,"Anyone wanting to play hide-and-seek, touch my finger."
835,file,verb,"to submit documents to an authority (e.g., city hall)",提出する,File a police report!
836,middle,noun,place that is halfway between two things,中間,He was caught in the middle.
837,bar,verb,"to prevent entry, exit, or an action",妨げる; (道を)ふさぐ,Don't bar me out.
838,suffer,verb,"to experience pain, illness, or injury",苦しむ,Illness is making me suffer.
839,strategy,noun,careful plan or method for achieving a goal,戦略,Victory is the goal of strategy.
840,deep,adjective,going far down from the surface,深い,You're going to the deep.
841,except,preposition,not including; other than,～を除く,Everyone agreed except one person.
842,clean,adjective,being free from dirt or marks because it was washed,清潔な,I washed my shirt clean.
843,tend,verb,to regularly behave in a certain way,傾向がある,Always tend your fires.
844,advance,verb,to move forward in a certain direction,前進,You must advance step by step.
845,fill,verb,to make something full,いっぱいにする,Please fill the bath half full.
846,star,noun,a bright planet of gas in the night sky,星,Planets move around a fixed star.
847,network,noun,system of connections,ネットワーク；網,Network connection lost. Trying to reconnect...
848,generally,adverb,"usually; as a rule; by, to, or for most people",一般に,People are generally good.
849,operation,noun,functioning; use,作用；操作；事業,The operation was carried out successfully.
850,match,noun,a sports competition between two people or teams,試合,Which team won the match?
851,avoid,verb,"to prevent from happening, or stay away from",避ける,Staying cautious helped me avoid Covid.
852,seat,noun,something on which a person can sit,座席,Sit properly on the toilet seat.
