301,control,verb,to direct or influence the behavior of something,支配する；管理する；抑制する；照査する,He tried to control his temper.
302,already,adverb,having happened or been done before this time,既に,This has already happened once before.
303,concern,noun,feeling of worry or anxiety,心配； 懸念,Her concern grew quickly.
304,product,noun,item that can be bought,製品,Layla bought another product.
305,lose,verb,to be unable to find something you once had,失う,He made you lose your way.
306,story,noun,an account or description of how something happened,物語,"""What happened?"" ""It's a long story."""
307,almost,adverb,"only a little less than, nearly, not quite",ほとんど,They almost lost their lives.
308,continue,verb,"to do something without stopping, or after pausing",続ける,Let's continue the game after lunch.
309,stand,verb,to be upright; not be sitting or lying down,立つ,I can't stand lying anymore.
310,whole,adjective,complete or full; all of,全部の；全体,Mennad remodeled the whole complete house.
311,yet,adverb,until now; up to the present,まだ,Do not open the present yet.
312,rate,noun,speed or frequency of events over time,速度；割合；比率,The crime rate is steadily decreasing.
313,care,verb,to look after someone or something,世話をする,Do I look like I care?
314,expect,verb,to believe something is probably going to happen,予期する；期待する,We expect good things to happen.
315,effect,noun,change brought about by a cause; result,効果,You're mixing up cause and effect.
316,sort,noun,group or class of similar things or people,種類,Some people like that sort of thing.
317,ever,adverb,at any time; at all times in the future,今までに；絶対に；ずっと；いつか；いったい,Tom isn't ever on time.
318,anything,pronoun,thing of any kind; used to refer to a thing in questions,（疑問文で）何か，（否定文で）何も，（肯定文で）何でも,Don't you ever question anything?
319,cause,verb,to make something happen; create effect or result,～の原因となる；引き起こす；～させる,It's simply cause and effect.
320,fall,noun,dropping from a standing position to the ground,落下,It's fall where they are.
321,deal,verb,"to give out (cards, etc.) to; distribute",分け与える；配る,Deal five cards to each player.
322,water,noun,"clear liquid that forms the seas, rivers, and rain",水,The water is clear and deep.
323,send,verb,to cause mail or package to go to another place,送る；送信する,Where can I send a package?
324,allow,verb,to let or permit someone do something,許可する,She'll allow him to do that.
325,soon,adverb,at a time not long from now,もうすぐ；早く,Your time will come soon.
326,watch,verb,to look at carefully to work out what is happening,見る,Watch what I do very carefully.
327,base,noun,origin or start from which something came,"基; 基礎, 基づく",We just got to first base.
328,probably,adverb,likely to happen or be true,おそらく,These rumors are probably true.
329,suggest,verb,to mention something that could be done; propose,促す,May I suggest another idea?
330,past,noun,"the time that existed before now (e.g., long ago)",過去,"However, those times are long since past."
331,power,noun,legal or official right to perform certain actions,権力；支配権,Power has its privileges.
332,test,noun,examination; questions to measure knowledge,試験；テスト,How many questions were on the test?
333,visit,verb,"to go to a place for a time, usually for a reason",訪ねる，訪問する,I visit cemeteries all the time.
334,center,noun,place in the middle of something,中心,The center is an ideal.
335,grow,verb,to develop and become bigger or taller over time,成長する,It's time to grow up.
336,nothing,pronoun,"not anything, not a single thing",何も～ない,Say nothing to no one about anything.
337,return,verb,to come back to a place again,帰る,Return to your place.
338,mother,noun,a female who has a child or children,母,A child needs a mother.
339,walk,verb,to move with your legs at a slowish pace,歩く,We use our feet to walk.
340,matter,noun,problem or reason for concern,事柄；問題；原因,It's a matter of concern.
341,mind,noun,part of humans that allows us to think or feel,心；精神,The human mind is magnificent.
342,value,verb,to say how much money something is worth,値段を付ける；価値を評価する,We value our customers.
343,office,noun,building of set of rooms used to do business or professional activities,事務所；オフィス,She has a large office in this building.
344,record,noun,being the highest or most extreme level achieved in an area,最高記録；記録,It's an olympic record.
