501,claim,verb,to say something is true when others may not agree,主張する；要求する,They claim that they're unbiased.
502,relationship,noun,"manner in which people, groups or countries behave toward one another",関係,How's your relationship with your coworkers?
503,travel,verb,to go to a place that is far away,旅行する,I travel a lot for work.
504,enjoy,verb,to take pleasure in something,楽しむ,I'm really going to enjoy myself.
505,death,noun,when someone dies; the end of life,死亡,Death is the end of life.
506,nice,adjective,good or enjoyable,よい；すてきな；親切な；立派な；微細な,I feel nice doing something good.
507,amount,noun,quantity of something,量,What is the total amount?
508,improve,verb,"to make, or become, something better",改善する,We wish to improve ourselves.
509,picture,noun,"painting, drawing or photograph on paper or screen",画像,Why did you paint this picture?
510,boy,noun,a young male person,男の子,A boy is a male child.
511,regard,verb,to pay attention to someone or something,注視する；注意を払う,I regard his advice as valuable.
512,organization,noun,formal group of people with a particular purpose,組織,It's an atheist organization.
513,happy,adjective,feeling pleasure or joy; glad,幸せ；嬉しい,I feel energetic and happy.
514,couple,noun,two of something; two people; a pair,カップル,These two are not a couple.
515,act,verb,to behave in a certain way,行動する,Do you always act this way?
516,range,noun,limits within which something extends or varies,範囲，範囲に及ぶ；並べる,The entire United States is within our range!
517,quality,noun,high level of worth or excellence,品質,These are high quality goods.
518,project,noun,a planned piece of work for specific purpose,計画；事業；プロジェクト,We're working on the project together.
519,round,adjective,being in the shape of a circle or ball,丸い，円形,The ball is round.
520,opportunity,noun,time/situation when a thing might be done; chance,機会,"When the opportunity comes, seize it."
521,road,noun,long piece of hard land for cars to travel on,道路,The road is long.
522,accord,noun,agreement or harmony,一致する,They were all in accord.
523,list,noun,"series of written names, words or numbers",リスト;表,I have a long list of names.
524,wish,verb,to want something to happen or to become true,願う,I wish your dreams come true.
525,therefore,adverb,for that reason,それゆえに,"I think, therefore I flee."
526,wear,verb,"to have clothes, glasses, shoes, etc., on your body",着る,I have to wear glasses.
527,fund,noun,to supply money for something,資金を出す,He donated $10000 to the refugee fund.
528,rest,noun,"time when one relaxes, sleeps, or is inactive",休憩,The rest of the night I'll spend sleeping.
529,kid,noun,informal child or young person,子ども,The kid is my child.
530,industry,noun,factories or businesses that make certain products,業界,Algeria needs to make electronics a large industry.
531,education,noun,process of giving or receiving teaching,教育,She received a good education.
532,measure,verb,"to calculate size, weight or temperature of",測る,The suit is made to measure.
533,kill,verb,to end the life of a person or other living thing,殺す,Life will kill you.
534,serve,verb,to give or provide something to another person,供給する；役立つ,What can I serve you?
535,likely,adjective,referring to the chance that something will actually happen,ありそうな；～しそうである；適した,Something good is likely to happen.
536,certainly,adverb,definitely true or is sure to happen,確かに,I certainly hope that that'll happen.
537,national,adjective,concerning a nation as a whole,国民,It's a matter of national importance.
538,itself,pronoun,referring to it,それ自体,This sentence refers to itself.
539,teach,verb,to help someone learn or do something,教える,People learn when they teach.
540,field,noun,"open area of land, especially without buildings",野原,The field is vast.
541,security,noun,"things done to protect people, buildings, a country, etc., from harm",安全,It's a matter of national security.
542,air,noun,mixture of gases around the earth that we breathe,空気,All people breathe air.
543,benefit,noun,"good result or effect, something advantageous",利益、特典,What real benefit does this have?
544,trade,verb,"to buy, sell and exchange goods in business",取引する,I want to trade.
545,risk,verb,to take the chance that you may do something dangerous,危険；リスク，賭ける；危険にさらす,This change creates some risk.
546,news,noun,information about recent events,ニュース,The news got about.
547,standard,adjective,accepted level of quality; an official measurement,標準,I'm fine with standard model sunglasses.
548,vote,verb,"to make a choice for or against, as in an election",投票する,Do you vote for or against?
549,percent,noun,one one-hundredth of a whole,パーセント,Ten is ten percent of one hundred.
550,focus,noun,main purpose or center of interest or activity,焦点,That's my main focus.
551,stage,noun,place where actors or musician perform for others,舞台,James performed on stage.
552,space,noun,empty area with nothing in it,空間,Slide the box into that empty space.
553,instead,adverb,when one thing is replaced by another,その代わりに,He went instead of his dad.
