2301,apologize,verb,to say sorry because of a mistake or injury you made,謝罪する,Apologize when you make a mistake.
2302,approval,noun,positive opinion of something or someone,賛成；是認,He would smile his approval.
2303,grab,verb,to quickly reach out and take something in your hand.,つかみ取る,Reach in and grab one.
2304,entitle,verb,to give the right to do or have something to someone,資格をあたえる; 題名をつける,This doesn't entitle you to disrespect me.
2305,lend,verb,to give to someone for a while before it is returned,貸す,Can you lend me a dime?
2306,involvement,noun,act or process of joining in a particular activity,関与,"Christmas is sharing, emotional involvement, warmth."
2307,exposure,noun,state of experiencing something directly,さらすこと；暴露,He was charged with indecent exposure.
2308,conventional,adjective,following the common attitudes and practices,社会的慣習による,They are conventional in their judgement.
2309,digital,adjective,using electronic signals or computers,デジタル,Smart devices communicate through digital networks.
2310,translate,verb,to change words from one language into another,翻訳する,Translate the book into another language.
2311,edit,verb,to check and makes changes before publication,編集する,I have to edit the report.
2312,formation,noun,"process of creating, or making into a particular shape",形成,I modified the formation.
2313,deposit,noun,"money that is given for a special purpose such as proof that you will buy something, or as savings in a bank",保証金,Do you require a security deposit?
2314,pleasant,adjective,causing a good feeling,気持ちのよい,It's a pleasant feeling.
2315,overseas,adverb,in or to a foreign country that is across a sea,海外；海外,I want to go overseas.
2316,advocate,verb,"to publicly support a belief, or to request a change",提唱する；主張する,Do they advocate for reforms?
2317,establishment,noun,"organization, institution, or place to do business",設立；制定；施設,Algerians are fed up of their political establishment.
2318,summary,noun,a brief statement that gives the most important information,要約,A summary contains the essence of a text.
2319,rough,adjective,"not smooth, gentle, or careful",粗い；大ざっぱな,He's rough around the edges.
2320,pen,noun,something you write with that uses ink,ペン,Write with pen and ink.
2321,recovery,noun,process of returning to a former state after problems,回復,The recovery was gradual.
2322,seal,verb,to make something so that it does not leak air or water,密閉する；封印する,I can seal the leak.
2323,tube,noun,"long, hollow object",管,He squeezed the toothpaste out of a tube.
2324,tower,noun,"a tall, narrow building",塔；タワー,The tower is four meters tall.
2325,characterize,verb,"to describe the qualities of a person, place, thing",特徴を述べる,Openness and toughness characterize Korean diplomacy.
2326,specify,verb,"to state, name, or mention exactly and clearly",指定する,They didn't specify the year.
2327,exact,adjective,completely correct; accurate; specific,正確な,The measurement has to be exact.
2328,spin,verb,to turn around repeatedly,回転する,"""Let's spin round, in circles!"""
2329,operator,noun,"someone who uses and controls something, usually equipment",オペレーター,I'm a switchboard operator.
2330,infant,noun,child in the beginning stage of life; a baby,幼児,She was adopted as an infant.
2331,dig,verb,to move material to create a hole,掘る,Dig a deep hole.
2332,drag,verb,to pull something that is difficult to move,引っ張る,Don't make me drag you!
2333,mount,verb,to organize and begin an action; to attach to a support,登る；乗る；取り付ける,Tom tried to mount the horse.
2334,wrap,verb,to cover something on all sides with a piece of material or paper,包む,Just wrap them up.
2335,anticipate,verb,to expect or look ahead to something positively,予期する；予測する; 期待する,I try to anticipate your needs.
2336,dependent,adjective,someone who depends on another for (financial) support,扶養されて,He's financially dependent on his parents.
2337,specialize,verb,to focus on one area of a field or profession,専門にする,I specialize in medieval history.
2338,angle,noun,a place where two lines or surfaces meet,角度,This table is at an angle.
2339,chicken,noun,a large bird that is raised on farms for its eggs and meat,ニワトリ,He takes care of chicken farming.
2340,anxiety,noun,fear about what might happen; worry,不安,"Forget about anxiety, think about worries!"
2341,virus,noun,"a very small, basic living thing that causes disease or sickness",ウイルス,It's a very contagious virus.
2342,precisely,adverb,in an exact and accurate manner,正確に,Use words that precisely describe something.
2343,rival,adjective,"a person, team, or organization that competes with another; a competitor",ライバル,William colluded with a rival company.
2344,offense,noun,criminal act; something that causes hurt,オフェンス；犯罪,Possession of firearms is a criminal offense.
2345,detect,verb,to discover or identify the presence of something,見つける；検出する,How do scientists detect exoplanets?
2346,teenager,noun,a person between the ages of 13 and 19,ティーンエイジャー；ティーンエイジャー,My son is only a teenager.
2347,admire,verb,to feel respect or wonder toward someone,賞賛する；感心する,I want everyone to admire me.
2348,moderate,adjective,average in size or amount,適度の,The weather remained moderate today.
2349,surgery,noun,medical treatment in which a doctor cuts into a body,手術,The doctor said surgery was necessary.
2350,musician,noun,"a person who writes, sings, or plays music, as a job",音楽家；音楽家,The musician wrote music for the play.
2351,significance,noun,importance of something; the potential for something to have a big effect,意義,It's of great significance.
2352,shower,noun,the cleaning of a body by standing under falling water,シャワーを浴びる；浴びせる；たくさん与える,You were under the shower.
2353,illegal,adjective,not allowed by the laws or rules,違法の,It's an illegal practice.
2354,charity,noun,"organization providing help to the needy, the sick",慈善団体,Have you ever volunteered for a charity organization?
2355,universal,adjective,done or experienced by everyone,普遍的な；全世界の,Everyone has universal possibilities.
2356,cigarette,noun,a small paper tube filled with tobacco,シガレット,A cigarette contains harmful chemicals.
2357,constitute,verb,to make up or be part of something,構成する,Six members constitute the committee.
2358,adequate,adjective,enough; good enough for what is needed,適切な,He is adequate to the job.
2359,consultant,noun,expert who gives (paid) advice,コンサルタント,I'm a paid consultant.
2360,historian,noun,someone who studies or writes about the course of history,歴史家,I am a historian.
2361,cousin,noun,a child of your uncle or aunt,いとこ,The son of an uncle is a cousin.
2362,visual,adjective,something to look at with the eyes,視覚の,I'm a visual person.
2363,stupid,adjective,lacking the ability to learn easily; not intelligent,愚か；ばか,That was a stupid mistake.
2364,keen,adjective,being eager or excited for something to happen,熱心な；強く望んでいる；鋭い,He's keen on sports.
2365,ethnic,adjective,connected with people who share a cultural tradition,民族的な,Do you know an ethnic dance?
2366,twin,noun,two children born from the same mother at the same time,双子,Mary has an identical twin.
2367,clinical,adjective,related to the examination and treatment of patients,臨床の,Sami is a clinical psychologist.
2368,eastern,adjective,being in the area to the east,東方の,Japan is in eastern Asia.
2369,forecast,noun,"a prediction of some future thing (e.g., the weather)",予報,What's the weather forecast for tomorrow?
2370,segment,noun,part divided from the other parts of something,部分,Divide this line segment into twenty equal parts.
2371,custom,noun,what is usual or normal,（確立されてる社会の）慣習,This custom is followed in many households.
2372,adapt,verb,to change something to fit or suit a new purpose,適応する,Can you adapt yourself to the new job?
2373,sand,noun,grains of rock that make beaches and deserts,砂,"In the desert, sand is cheap."
2374,cap,noun,"small, soft hat often with a front visor or shade",帽子,Tom often wears a baseball cap.
2375,prompt,adjective,being done quickly and with no delay,迅速な；即座の,Your prompt reply is urgently required.
2376,charm,noun,quality of making people like you; attractiveness,魅力，魅了,She has beauty and charm.
2377,react,verb,to behave or make a change in a particular way,反応する,Different people react to stress differently.
2378,lecture,noun,talk or speech about a particular subject,講演する，講演,What's the subject of your lecture?
2379,venture,noun,activity that involves taking chances or risks,ベンチャー,It was a dangerous venture.
2380,compound,noun,something that is made from two or more other things,合成物； 化合物， 合成された,Methane is a homologous compound.
2381,rescue,verb,to save something from danger or harm,救助する，救助,I was trying to rescue her.
2382,mess,noun,dirty or untidy area,混乱，散らかす；混乱させる,My backyard is a mess.
2383,preference,noun,something that is liked or wanted more than another,好み,"It's a priority, not a preference."
2384,comprehensive,adjective,including most or all things,包括的,What's needed is a comprehensive plan.
2385,incentive,noun,something that encourages a person to work hard,刺激；奨励；動機。ビジネスシーンでは成果報酬,Promotion was an incentive to harder work.
2386,league,noun,association of sports teams that organizes matches for its members,同盟；同盟,The games are fixed by the league.
2387,dialog,noun,conversation between two or more individuals,対話,The writer is very good at a dialog.
2388,cream,noun,the thick white liquid that comes from milk and is used in cooking,クリーム,Yogurt is made from milk and cream.
2389,rapid,adjective,happening very quickly,急速な,Your blood circulation is very rapid.
2390,cancel,verb,to stop a planned event from happening,取り消す,I'd like to cancel tomorrow's meeting.
2391,regret,verb,to be sorry about something,後悔,I regret it about him.
2392,dismiss,verb,to send someone away,解雇する,Dismiss him from that post.
2393,margin,noun,"the empty space at the top, bottom, and sides of a written or printed page",余白,It was decided by the smallest margin.
2394,beneath,preposition,under; in or to a lower position; below,（地位）が低い；～の下に,He is beneath her in rank.
2395,opponent,noun,a person that you are competing against in a game or contest,相手；対戦相手,You're a worthy opponent.
2396,resist,verb,to try to stop or prevent something,抵抗する,How could you resist him?
2397,capability,noun,"means, ability, or potential to do something",能力,The new team has the capability to win.
2398,absolute,adjective,complete and total,絶対の,Layla looks like absolute perfection.
2399,correspond,verb,to have similarity or equality with something,対応する; 一致する,You should make your ideas correspond with reality.
2400,stroke,verb,to touch someone or something repeatedly in a caring way,なでる；一打ち,"Why do we stroke cats, but pat dogs?"
