2501,personnel,noun,group of people who work for a company,人事部；人員,Our personnel are very highly educated.
2502,imagination,noun,the ability to think of new ideas or things that are not real,想像力,Your imagination leads to unusual ideas.
2503,disagree,verb,to have a different opinion from someone,同意しない,"Anyway, I disagree with your opinion."
2504,throat,noun,passage inside the neck used to swallow and breathe,喉,My throat hurts when I swallow.
2505,insight,noun,a clear idea about how something works,洞察,He has a deep insight into human psychology.
2506,tackle,verb,to take action to solve a difficult problem,取り組む,How do you tackle things that are hard?
2507,forever,adverb,for a very long or seemingly endless time,永遠に,It seems to go on forever.
2508,exceed,verb,to be greater in number than something,超える,Benefits of course should exceed the costs.
2509,expenditure,noun,amount of money used during a certain time,支出；費用,"The expenditure totaled 200,000 yen."
2510,joy,noun,feeling of great happiness and pleasure,喜び,It brings me great joy.
2511,pregnant,adjective,when women carry a child inside them that is not yet born,妊娠した,Mary is pregnant with her first child.
2512,reliable,adjective,"deserving of your trust, dependable",信頼できる,Keep your promises and be reliable.
2513,gear,noun,"special supplies, tools, or clothes needed for a particular activity; machinery that turns power into forward or backward movement",装備,Health workers need more protective gear.
2514,click,verb / noun,to press a button,クリックする；クリック,Click on the button.
2515,poet,noun,person who writes poems,詩人,The poet writes poems.
2516,fortune,noun,"chance or luck, particularly good luck",幸運,You'll make a fortune by taking a chance.
2517,ceremony,noun,special social or religious event,儀式,It was a very traditional ceremony.
2518,pile,verb / noun,group of things one on top of another,積み重ねる，積み重ね,This one was on top of the pile.
2519,pig,noun,farm animal that gives bacon and ham,豚,Ham is cured pig meat.
2520,mixture,noun,something made by combining two or more things,混合,I made an effervescent mixture.
2521,automatically,adverb,in a way not requiring control by a person,自動的に,The lights automatically turn off.
2522,scholar,noun,a person who studies and knows a lot about a particular subject,学者,He is much of a scholar.
2523,psychological,adjective,having to do with the mind,心理的,It's a psychological illness.
2524,dramatically,adverb,in a sudden or extreme manner,劇的に,The situation is deteriorating dramatically.
2525,stake,verb,a strong stick with a pointed end that you push into the ground,杭；利害関係,I'll stake my job on it.
2526,creature,noun,animal of any type,生物,The creature had black fur.
2527,partnership,noun,working with others for some purpose,協力関係,I'm in partnership with my dad.
2528,participation,noun,act of being involved in something,参加,We encourage your participation.
2529,clause,noun,"a separate part of a contract, a will, or another legal document",条項,This clause is null and void.
2530,penalty,noun,punishment for committing a crime or offense,罰,His crime deserves the death penalty.
2531,chamber,noun,a room or space inside something used for a special purpose,部屋；評議会,It's an echo chamber.
2532,fancy,adjective,"not plain or ordinary, expensive",派手な；高級な；好む,I don't have a fancy car.
2533,poetry,noun,poetic writing; imaginative verses,詩,Writing poetry is an art.
2534,chat,verb / noun,to talk in a friendly and relaxed manner,雑談する；雑談,Chat to your heart's content.
2535,clothing,noun,things you wear on your body,衣類,I put on appropriate clothing.
2536,evolve,verb,to slowly change or develop into something better,進化する； 発展する,"Love can evolve, adapting to life changes."
2537,sake,noun,interest or benefit of someone or something,為；目的；利益,I shave for my wife's sake.
2538,shelf,noun,flat board attached to a wall on which to store things,棚,I can't reach things on the top shelf.
2539,boost,verb / noun,to help increasing progress or growth,後押し，促進する；引き上げる,Algeria needs to boost economic growth.
2540,tail,noun,back end of an animal's body that sticks out,尾,The dog tucked its tail.
2541,possession,noun,having or owning something,所有物,What's your most prized possession?
2542,abortion,noun,a medical operation to end the time when a female is going to have a baby,中絶,She had an abortion.
2543,curious,adjective,wanting to know more about something,好奇心がある,I'm curious about something.
2544,wooden,adjective,made of wood,木でできた,This table is wooden.
2545,boom,verb / noun,to make a deep hollow resonant sound,鳴り響く；急成長する；轟音,The small car boom is ending.
2546,tale,noun,story about colorful and imaginary events,物語,It reads like a fairy tale.
2547,democratic,adjective,of democracy; entitling the people to power,民主的な,It's a democratic government.
2548,maintenance,noun,keeping (a machine) working by checking and fixing it,維持；整備,I will do the machine maintenance.
2549,consequently,adverb,therefore; as a result of something,その結果として,It looks consequently bigger.
2550,pot,noun,"deep, round container that is used for cooking",鍋；容器,What are you cooking inside the pressure pot?
2551,cow,noun,large farm animal from which we get milk and beef,牛,How do you milk a cow?
2552,strengthen,verb,to make something stronger,強化する,We must strengthen our economy.
2553,whilst,conjunction,during the time that; at the same time,ながら；一方,"She smiled at me, whilst she sang."
2554,constraint,noun,something that limits or prevents someone or something from moving,制約,Tom is into constraint and logic programming.
2555,fold,verb / noun,to move one part of something so that it lies on top of another part,折りたたむ,Fold the bed sheet.
2556,bin,noun,a container for storing things,ゴミ箱；容器,Where is your recycle bin?
2557,undergo,verb,"to experience something, often bad",経験する；(治療などを)受ける,He had to undergo many trials.
2558,potentially,adverb,that could happen or become reality,潜在的に,That could potentially become a problem.
2559,scope,noun,range of things that something includes,範囲,What was the scope?
2560,pretend,verb,to act as if something is true when it is not,ふりをする,Just pretend that it didn't happen.
2561,diversity,noun,state or quality of having a range of different things,多様性,Genetic diversity is a good thing.
2562,allege,verb,to state without proof,主張する,They allege the report is false.
2563,pride,noun,when you respect yourself,誇り,Please take more pride in yourself.
2564,intense,adjective,"very strong, great, or extreme in degree",激しい,She's an intense woman.
2565,inquiry,noun,request for information,問い合わせ；質問；調査,Thank you for your inquiry.
2566,resign,verb,to leave a job because you want to,辞任する,She decided to resign her job.
2567,craft,noun / verb,to make by hand and with much skill,工芸；工芸品；手作りする,She focused on perfecting her craft.
2568,strict,adjective,must be obeyed,厳格な,We're under strict orders.
2569,concrete,noun,"hard substance used in building made by mixing cement, sand, small stones, and water",コンクリート,The workers are mixing the concrete.
2570,shell,noun,hard outer covering that protects,貝殻,Coconuts have a hard shell.
2571,damn,verb,to say someone should be punished for their bad behavior,のろう；非難する；ちくしょう,The word damn can offend.
2572,distinct,adjective,clearly different in nature from something else,はっきりした；明白な,There's a distinct difference between them.
2573,humor,noun,quality of being funny,ユーモア,Humor is the spice of life.
2574,limitation,noun,act of controlling or reducing the size of something,制限,His health was a limitation.
2575,indication,noun,something that signals that something else exists or will happen,表示,Willingness to correct is an indication of wisdom.
2576,stability,noun,quality of not being easily moved or changed,安定,I want stability in my life.
2577,wise,adjective,knowledgeable about life; having good judgment,賢い,The prudent person is wise.
2578,neglect,verb / noun,to fail to take care of something,無視する；怠る,He seems to neglect his duties.
2579,compose,verb,to come together to form or make something,作成する；構成する,They tried to compose themselves.
2580,jail,verb / noun,place to hold criminals being punished for a crime,投獄する；刑務所,Jail is where criminals go to be punished.
2581,shelter,noun,a place to live or stay that protects someone from weather,避難所；保護施設,Sami lives in a shelter.
2582,mere,adjective,small and unimportant,単なる,"She's weak, powerless. A mere human."
2583,carbon,noun,a chemical element (C) found in all living things,炭素,All living things on Earth contain carbon.
2584,regulate,verb,to make rules or laws to control something or someone,規制する,Algeria needs to regulate land use.
2585,cheese,noun,a yellow or white food made from milk,チーズ,Milk is made into butter and cheese.
2586,trigger,verb / noun,to make something start happening,引き起こす；引き金,They wish to trigger a revolt.
2587,pipe,noun,"tube a round, hollow piece of metal, plastic, or wood",管；パイプ,This pipe goes into the house.
2588,destruction,noun,damaging something so badly that it no longer exists,破壊,War is destruction of human life.
2589,guitar,noun,stringed musical instrument played with the fingers,ギター,Playing the guitar is fun.
2590,flag,noun,"piece of cloth, frequently marked with a colorful symbol or sign",旗,This flag is yellow.
2591,piano,noun,keyboard instrument used for playing music,ピアノ,I used to play the piano.
2592,magic,noun,a special power that allows impossible things to happen,手品；魔法,The magic is very powerful.
2593,mystery,noun,"book, play, or film that deals with a solution of a strange crime",神秘,Antonio loves mystery films.
2594,ski,verb / noun,one of a pair of long flat boards attached to boots for moving smoothly over snow,スキー,I want to buy ski boots.
2595,whisper,verb / noun,to talk with breath but no voice,ささやく；ささやき,"Don't whisper, let alone speak."
2596,rear,adjective,towards the back part of something,育てる,I'm in the rear car.
2597,menu,noun,list of dishes available at a restaurant,メニュー,Benedito's restaurant has a kids' menu.
2598,species,noun,a group of related animals or plant,種,Many animal species naturally engage in incest.
2599,moon,noun,round object circling the earth at night,月,The moon circles the earth.
2600,presumably,adverb,concerning a true or likely nature,恐らく,This house is presumably believed to be haunted.
