1301,flower,noun,"plant with a pretty head (e.g., a rose)",花,A rose is a pretty flower.
1302,crisis,noun,unstable situation of extreme danger or difficulty,危機,We're facing a violent crisis.
1303,settle,verb,to move to a new environment and become accustomed to it,定住する；落ち着く,I'm not ready to settle down.
1304,boat,noun,small form of transport for traveling on water,ボート；船,We like to travel by boat.
1305,aid,verb,to provide things useful or needed by others,援助する,Health workers aid people in need.
1306,fan,noun,thing you wave in front of your face to stay cool,扇風機；うちわ,The fan is making noise.
1307,kitchen,noun,place where food is cooked,台所,What's cooking in the kitchen?
1308,twice,adverb,two times,二度,I've only done that twice.
1309,fresh,adjective,newly made or gathered,新しい,I want a fresh start.
1310,delay,verb,to cause something to happen later than planned or expected,遅延,Please don't delay the decision.
1311,safety,noun,state of being free from harm or danger,安全性,I'm just concerned about your safety.
1312,engineer,noun,"professional who designs and builds machines, roads, and other complicated structures",技術者;技師,I'm a mechanical engineer.
1313,quiet,adjective,not loud; making very little sound,静か,It's been very quiet.
1314,insurance,noun,payments to cover potential loss/damage/injury/death,保険,The damage was covered by insurance.
1315,nurse,noun,person trained to care for sick or injured people,看護師,This doctor is training that nurse.
1316,divide,verb,to separate something into equal pieces,分ける；分割する,Divide it into two equal parts.
1317,length,noun,measurement of distance or of time,長さ,The trip length is two hours.
1318,investigation,noun,search for information about something,調査,An investigation was launched.
1319,package,noun,box or container in which items are placed for mailing,小包；包装；パッケージ,Did you mail the package?
1320,somewhere,adverb,at or to an unknown or unnamed place,どこかで,He went to Narita or somewhere.
1321,expand,verb,to become bigger or larger in size and amount,展開する,We want to expand.
1322,commit,verb,"to do something bad, usually a crime",（過ち・罪などを）犯す；専念する,He shouldn't commit a crime.
1323,obvious,adjective,easily understood and clear; plain to see,明らかな,It seems very obvious.
1324,jump,verb,to push your body into the air with your legs,跳ぶ；跳ね上がる,Jump into the pool.
1325,weapon,noun,something that is used for fighting,武器,The museum displayed an old weapon.
1326,relatively,adverb,in a manner that measures or compares something to something else,比較的,It's relatively simple to use.
1327,host,noun,person who entertains guests,主人，開催する,The host entertained us at the party.
1328,winter,noun,coldest season of the year,冬,Winter is the coldest season of the year.
1329,district,noun,"area of a country, city, or town",地区,The town is in a mountainous district.
1330,broad,adjective,wide; from the shorter two sides to the other,広範囲の,You've got broad shoulders.
1331,tire,verb,lose energy and feel that you need to rest,疲れる；タイヤ,Men tire themselves in pursuit of rest.
1332,spring,noun,time of year when plants start growing after winter,春,New plants grow in the garden in spring.
1333,spirit,noun,part of a person that is not physical and believed to be the source of human emotions and character,精神；気分；気力,He was actuated by community spirit.
1334,lunch,noun,light meal eaten in the middle of the day,ランチ,I ate a light lunch.
1335,actual,adjective,"real or existing in fact, not imagined; real",実際の,That is an actual fact.
1336,pool,noun,large container or hole that is filled with water and used for people to swim in,プール,The pool was filled with water.
1337,battle,noun,military fight between armies,戦い,The army departed for battle.
1338,tradition,noun,"way of thinking, and behaving that was used for a long time",伝統,I'm used to tradition.
1339,cash,noun,physical money (not credit card or digital),現金,Credit card or cash?
1340,hardly,adverb,clearly or undoubtedly not; very little,ほとんど～ない,It hardly made a difference.
1341,award,verb,to give a prize for doing something well,賞,She received an award yesterday.
1342,coach,noun,"person who teaches others how to do (sport, job)",コー​チ,A good coach trains this team.
1343,experiment,noun,test performed to assess new ideas or theories,実験,Tom designed an experiment to test his hypothesis.
1344,consideration,noun,careful thought; thinking about something,考慮,That requires careful consideration.
1345,strange,adjective,unusual or odd; surprising because unexpected,奇妙な,What a strange turn of events!
1346,code,noun,a password made of a set of letters or numbers,符号；コード,This code is easy to crack.
1347,possibly,adverb,"may be true or likely, but is uncertain",考えようによっては；～かも知れない,His prediction might possibly come true.
1348,threat,noun,warning of probable trouble,脅威,The storm poses a serious threat.
1349,accident,noun,"sudden unplanned event causing damage, injury, etc.",事故,The accident happened all of a sudden.
1350,impossible,adjective,very unlikely to happen or exist,不可能な,It's impossible that something like this could happen.
1351,revenue,noun,money that is made by or paid to a business,収益,Where does Algeria's oil revenue go?
1352,enable,verb,to make it possible to do something,可能にする,How do I enable video capture?
1353,afraid,adjective,worried that something bad will happen; scared,怖がって,I'm afraid something might happen.
1354,active,adjective,moving around a lot or doing many things,アクティブ,He is rather an active person.
1355,conclude,verb,to stop or finish; to come to the end of something,結論を出す；締結する,I had to conclude he was right.
1356,religious,adjective,concerning religion or faith,宗教的な,Do you consider yourselves religious?
1357,cancer,noun,any growth caused by abnormal cell division,癌,Cancer cells reproduce quickly.
1358,convince,verb,"to persuade someone, or make them feel sure",納得させる,I tried to convince them.
1359,vary,verb,"to be changeable, both up and down",変わる,Opinions vary from person to person.
1360,environmental,adjective,of the natural world in which plants and animals live,環境,Damiano’s sheep leave a minimum environmental footprint.
1361,sun,noun,the hot shining star the earth moves around,太陽,The Earth revolves around the Sun.
1362,healthy,adjective,in good condition physically (or financially); not ill or bad,元気,I'm physically healthy again.
1363,blow,verb,to move something using air,吹き飛ばす,Blow up the balloons.
1364,volume,noun,"level of sound produced by an object, such as a radio or television",量；容積；体積,He turned up the volume on the television.
1365,location,noun,particular position or area,場所,What's your precise location.
1366,invest,verb,to use resources to build for the future,投資する,We must invest in our future.
1367,proceed,verb,to continue to do something; carry on,進む,You often proceed without careful thought.
1368,wash,verb,to clean someone or something with soap and water,洗う,We wash with soap.
1369,actor,noun,"person who acts in the theater, movies, or tv",俳優,He is an actor among actors.
1370,glad,adjective,happy that something happened; pleased,うれしい,I'm glad you're pleased.
1371,tape,verb,to stick things together using an adhesive strip,テープで貼る,Tape it back together.
1372,whereas,conjunction,taking into consideration the fact that,～である一方で,Tom went home whereas we stayed.
1373,opposite,adjective,across from or on the side facing something,反対側の,Sami was on the opposite side.
1374,stone,noun,"hard, solid piece of rock",石,The stone is hard.
1375,sum,noun,amount when all is added together; total,合計,The sum was rounded up.
1376,murder,noun,crime of deliberately killing a person,殺人,Murder is a wicked crime.
1377,monitor,noun,electronic screen on which you can see images,モニター,I'm buying a monitor.
1378,soldier,noun,person who is in the military,兵士,That man is a soldier.
1379,finance,noun,control of money a person/business has access to,ファイナンス,What is Business finance?
1380,hate,verb,to have a very strong feeling of dislike for,嫌い,I hate feeling sorry for myself.
1381,egg,noun,hard-shelled thing from which a young bird is born,卵,It's a roasted egg.
1382,concert,noun,musical entertainment given in public by one or more performers,コンサート,More than 3000 people attended the concert.
1383,shock,noun,sudden bad feeling caused by something unexpected,衝撃,I had a bad shock.
1384,comfortable,adjective,not being worried about something; at ease,快適な； 心地よい,It’s all about feeling comfortable together.
1385,usual,adjective,being the way things occur most of the time,いつもの,Things are following their usual course.
1386,carefully,adverb,in a manner that involves focus and care,注意深く,Answer my question carefully.
1387,pack,verb,to put things in a suitcase to go on a trip,包む；詰める,Did you pack your suitcase for the trip?
1388,recall,verb,to remember events or details of the past,思い出す，想起,I will recall all the past events.
1389,wine,noun,alcoholic drink made from the juice of grapes,ワイン,Wine is an alcoholic drink.
