1001,difficulty,noun,something that is hard to do,難しさ；困難,You'll have difficulty doing that.
1002,purchase,verb,to buy something; to get by paying money for it,購入,She wishes to purchase a book.
1003,shoot,verb,to kick or throw a ball at a goal,シュート,Players shoot toward the goal.
1004,announce,verb,"to make a public statement about a plan, decision",知らせる；公表する,Let me announce the results.
1005,unless,conjunction,negative of 'if',～でない限り,I'm not going unless Tom goes.
1006,independent,adjective,making your own decisions; not controlled by others,独立した,I want to be more independent.
1007,recommend,verb,to say something is good and deserves to be chosen,推薦する,Can you recommend a good hotel?
1008,survey,verb,to ask people a question about a particular topic,調査する,Let me survey the situation.
1009,majority,noun,amount that is more than half of a group,大多数,A majority is half plus one.
1010,stick,noun,long thin piece of wood from a tree,棒,Dmitri was holding a long stick.
1011,request,verb,to ask for something,依頼する,They request a written response.
1012,rich,adjective,"having a lot of money, possessions, or resources",金持ち,He's rich; he doesn't need money.
1013,wind,noun,natural movement of outside air as part of the weather,風,The wind is blowing outside.
1014,none,pronoun,not one of a group; not at all or in no way,誰も～ない,None of them were ready.
1015,exchange,verb,to give things of similar value to each other,交換する,They exchange peace for war.
1016,budget,noun,amount of money planned to be spent on something,予算,We're working on a limited budget.
1017,famous,adjective,widely known; recognized by many people,有名な,I know many famous people.
1018,blood,noun,red liquid in the bodies of people and animals,血,Your blood is red.
1019,appropriate,adjective,right or suitable for some situation or purpose,適切な,Appropriate actions must be taken.
1020,block,verb,to stop from going forward or making progress,妨げる,Gridlock occurs when cars block intersections.
1021,warm,adjective,slightly hot; not very hot,あたたかい,"The water is warm, but not hot."
1022,count,verb,to add things together to find the total number,数える；重要である,I can count to a hundred.
1023,scene,noun,part of an act in a play,場面,The balcony scene happens in the second act.
1024,writer,noun,"professional who writes books, articles, etc.",作家；書き手,You become a writer by writing.
1025,content,noun,"information in something (e.g., a book or computer program)",内容; 中身,What is the content of this book?
1026,prevent,verb,to stop something from happening or existing,防ぐ,What are you trying to prevent?
1027,safe,adjective,being out of danger,安全な,Be safe out there.
1028,invite,verb,to ask someone to go somewhere or do something,招待する；勧める,I invite whoever wants to come.
1029,mix,verb,to combine two or more things to make one,混ぜる,Combine all ingredients and mix well.
1030,element,noun,essential or particular part of something,要素,Fog is a very important element.
1031,effective,adjective,working efficiently to produce a desired result,効果的,Try to make every task effective.
1032,correct,adjective,true or accurate,正しい，訂正する,Everything you've heard is correct.
1033,medical,adjective,of or relating to physical health or medicine,医療の,They work in the medical field.
1034,admit,verb,"to agree that you did something bad, or that something bad is true",認める,I admit having done wrong.
1035,beat,verb,to win against another person or team; defeat,打ち負かす,I want to beat them.
1036,telephone,noun,machine used to talk to someone who is far away,電話,Tom is talking on the telephone.
1037,copy,verb,to make something that looks the same as the original,写す； コピーする； まねる,Can you copy this for me?
1038,committee,noun,group of people who do or decide something,委員会,The committee consists of fifteen people.
1039,aware,adjective,knowing or feeling that something exists,気づいている,I am aware that I exist.
1040,advice,noun,suggestion about what someone should do,助言,You should take her advice.
