1901,cope,verb,to deal successfully with a difficult problem,対処する,He'll cope with difficult problems.
1902,approximately,adverb,around; nearly; almost; about (a number),約,The famous number pi is approximately equal to 3.14159.
1903,accommodation,noun,"a place to stay, often a hotel",宿泊施設,The hotel has good accommodation.
1904,highlight,noun,the best or most interesting part of something,強調する；見所,It was the highlight of my day.
1905,reporter,noun,"someone whose job is to write and report news for a newspaper, magazine, television, or radio station",記者,I'm a newspaper reporter.
1906,climate,noun,typical weather conditions in a particular place,気候（ある特定の気候の）土地,The climate here is generally mild.
1907,shirt,noun,a light piece of clothing with sleeves for the upper body,シャツ,I had a short-sleeved shirt.
1908,exception,noun,something not included in or different from a group of things,例外,Could you make an exception?
1909,corporation,noun,big company or a combination of several companies,法人；社団法人,She works for a large corporation.
1910,chip,noun,a small piece that was broken or taken off something,削り取る,A chip off the old block.
1911,winner,noun,the person or animal that is the best in a contest or first in a race,勝者；勝者,Only one person is a winner.
1912,encounter,verb,"to have or experience something, often unpleasant or difficult",出会う,Did you encounter any difficulties?
1913,brown,adjective,"of the color of coffee, wood, or chocolate",茶色の,Chocolate has brown color.
1914,breathe,verb,to move air into and out of your lungs,呼吸する,Breathe all the way out.
1915,excuse,verb,to give a reason to explain why you did something,言い訳,That doesn't excuse what you did.
1916,partly,adverb,in part; not completely,部分的に；一部分は,What you say is partly true.
1917,tennis,noun,game played by hitting a ball over a net,テニス,When do you play tennis?
1918,urban,adjective,concerning a city; located in a city,都会の,We live in an urban area.
1919,confuse,verb,to make something unclear or hard to understand,混乱させる,Don't you try to confuse me.
1920,southern,adjective,in or from the south,南部の,The house has a southern aspect.
1921,output,noun,amount of something that is produced,出力；生産,The overall output was tons.
1922,beauty,noun,quality of being physically or visually attractive,美しさ,Does goodness charm more than beauty?
1923,massive,adjective,very big; very large and heavy,巨大な；巨大な,The creature was massive and heavy.
1924,install,verb,to set up a piece of equipment so that it is ready to use,インストール,I want to install solar panels.
1925,calculate,verb,to find an answer using mathematics,計算する,How do you calculate pi?
1926,mouse,noun,a small animal that has fur and a long tail,ネズミ,A small mouse runs with a cake.
1927,mathematics,noun,study or science of numbers and shapes,数学,Are you still studying mathematics?
1928,upper,adjective,higher than others of the same kind,上の,He belongs to the upper class.
1929,creation,noun,act of making something,創造,We are collaborators in creation.
1930,occupy,verb,"to fill a time, a space, or an area",占める,I didn't have school to occupy my time.
1931,outline,noun,"the main ideas or facts about something, without the details",概要,Here is a general outline.
1932,sufficient,adjective,having as much as is needed for a particular purpose,十分な,To make informed decisions we need sufficient information.
1933,update,verb,to change something by adding the most recent information,更新，更新する,"Thanks, I'll update the information."
1934,luck,noun,"accidental way things happen, often good things",運,Black cats bring good luck.
1935,preserve,verb,to keep something in an unchanged or perfect condition,保存する,We must preserve our peaceful constitution.
1936,split,verb,to break something into pieces or divide something,割る、裂く,We split the buns into halves.
1937,swing,verb,to move smoothly backwards and forwards or from side to side while hanging from something,揺れる；揺らす；ブランコ,Swing your arm back and forth.
1938,illness,noun,unhealthy condition of the mind or body,病気,She's suffering from an illness.
1939,journalist,noun,"a person who writes news reports for newspapers, magazines, television, or radio",ジャーナリスト,The journalist works for the newspaper.
1940,sudden,adjective,happening or done quickly or unexpectedly,突然の,The accident happened all of a sudden.
1941,advertisement,noun,"a picture, short film, text, etc., that tells people about a product or service",広告,A resume is just an advertisement.
1942,consistent,adjective,always acting or happening in the same way,一貫した；矛盾のない,Her behavior is consistent with her words.
1943,originally,adverb,at first; in the beginning,もともと,"Originally, you were very stubborn."
1944,aside,adverb,to the side; out of the way; for later use,脇に,She set it aside for future use.
1945,comfort,noun,"state of being relaxed, warm, or happy",慰める；楽にする,I want to live in comfort.
1946,secondly,adverb,used to give a point or reason after the first,第二に,"Firstly, I'm busy, and secondly, I'm not interested."
1947,severe,adjective,very bad; very serious,厳しい,He faces severe punishment.
1948,gene,noun,part of a cell that controls the development and appearance of a living thing,遺伝子,Some diseases are caused by a defective gene.
1949,prospect,noun,"the possibility that something might happen in the future, especially something good",見込み；見込み,A good result is in prospect.
1950,snow,noun,soft white pieces of frozen water falling from the clouds,雪,Wet snow was falling from the sky.
1951,plot,noun,"a plan to do something, often in secret and bad",プロット；企み,Investigators uncovered an assassination plot.
1952,neck,noun,part of the body joining the head and the body,首,Tom bought a neck pillow.
1953,criteria,noun,details used to make a decision,基準,He judges me based on superficial criteria.
1954,primarily,adverb,in the most basic or important way,主に,Our goal is primarily educational.
1955,integrate,verb,to combine together; make into one thing,統合する,Yanni can integrate easily.
1956,criticism,noun,written or spoken remarks about what is bad about someone or something,批判,Tom is very touchy about criticism.
1957,convention,noun,"a large meeting of the members of a profession, organization, or who have the same interests",大会；慣習；条約,Everyone was at the convention.
1958,bet,verb,to make an agreement on the results of an event where the losers give something (usually money) to the winner,賭ける,They bet a bottle of whiskey.
1959,retain,verb,to continue to have or use something; to keep,保持する,Retain this manual for future reference.
