1401,dear,adjective,loved or valued very much,親愛な,Ziri holds dear those values.
1402,objective,noun,something you decide you want to do; goal,目標,Did you achieve your objective?
1403,moreover,adverb,in addition to what has been said,更に,"They laugh and, moreover, uproariously."
1404,onto,preposition,movement towards a position that is on something,～の上に；～に向けられて,Go onto the balance beam!
1405,historical,adjective,of or related to events or people in the past,歴史的な,Which historical figure inspires you most?
1406,oppose,verb,"to be against someone in a contest, game, or fight; to disagree",反対する,I oppose this strike.
1407,branch,noun,a part of a tree that grows out from the main part; a part of an organization connected to but separate from the main office,枝,I cut a branch from the tree.
1408,vehicle,noun,machine (such as a car) that is used to carry things,乗り物,A car is a vehicle.
1409,scientist,noun,"a person who is trained to gain knowledge by making predictions, testing them, and developing theories",科学者,"He's a scientist, isn't he?"
1410,route,noun,way to get from one place to another place,道,Take the shortest route to Paris.
1411,bind,verb,to join two or more things together to limit their freedom,縛る；結ぶ,Their job is to bind books.
1412,belong,verb,to be a member of a particular group and feel welcomed,属する,I belong with my family.
1413,taste,noun,the particular quality of food or drink that can be sensed by a person's mouth,味,How does the food taste?
1414,tonight,adverb,night following this day,今夜,We are staying home tonight.
1415,fashion,noun,style of dress or activity popular at some time,ファッション,Is this dress the latest fashion?
1416,danger,noun,"possibility of getting hurt, damaged, or killed",危険,Your lives could be in danger.
1417,bomb,noun,a weapon designed to break apart very suddenly and violently,爆弾,The bomb was safely removed.
1418,army,noun,large group of soldiers organized to fight in wars,軍,The army advanced on the enemy.
1419,dangerous,adjective,involving the chance of hurt or damage; risky,危険な,It's risky and dangerous.
1420,decrease,verb,"to reduce the size, amount, or number of something",減少する,Algeria needs to decrease public spending.
1421,hurt,verb,"to cause pain, damage, or injury",痛む；傷つける,Tell me who hurt you.
1422,council,noun,group chosen to make decisions about something,評議会,What will the city council do about it?
1423,editor,noun,a person whose job is to correct and make changes to the contents of a book or magazine,編集者,"He's an assistant editor, isn't he?"
1424,normally,adverb,in the manner that is usual or ordinary,普通は；正常に,Act as normally as possible.
1425,sight,noun,the ability to see,視力,It was a sight to see.
1426,generate,verb,to create or be produced or bring into existence,生み出す,We're trying to generate business.
1427,gift,noun,something given to another for a reason; present,贈り物,We were given a gift.
1428,delivery,noun,act of taking something to a person or place,配送,"""Who's there?"" ""Pizza delivery."""
1429,deny,verb,to refuse to allow or accept something,否定する,I have to deny that request.
1430,guest,noun,person invited to visit or stay in someone's home,客；ゲスト,He has an overnight guest.
1431,anybody,pronoun,any person; anyone,（疑問文で）誰か，（否定文で）誰も，（肯定文で）誰でも,Anybody can take part.
1432,bedroom,noun,room for sleeping usually with a bed,寝室,A bedroom is for sleeping.
1433,quote,verb,to use someone's exact words in your writing or speech,引用する；見積もる,My parrot can quote Shakespeare!
1434,climb,verb,to rise gradually and steadily to a higher point,登る,The atmosphere becomes thinner as you climb higher.
1435,basically,adverb,in the most important ways even if not completely true,基本的には,Global pandemics are basically unavoidable.
1436,violence,noun,use of physical force to harm someone or damage something,暴力,Yanni doesn't like physical violence.
1437,minister,noun,an official who heads a government department,大臣,He was appointed Minister of Finance.
1438,mainly,adverb,mostly; usually; being the largest part,主に,They are mainly Muslims.
1439,mouth,noun,part of the face used for eating and talking,口,He's talking with his mouth full.
1440,noise,noun,a loud or unpleasant sound,音；騒音； 雑音,I was annoyed by the loud noise.
1441,manner,noun,that way that something happens or is done,マナー,The accident happened in this manner.
1442,gun,noun,a weapon that shoots small metal objects down a metal tube,銃,The gun stayed locked away.
1443,square,noun,shape with four sides of equal length sides and four right (90°) angles,正方形；四角,A square has four sides.
1444,occasion,noun,particular time when something important or special happens,時；出来事；機会,The occasion was special.
1445,familiar,adjective,well-known or easily recognized,おなじみの,He has a very familiar face.
1446,ignore,verb,"to not listen to, look at, or pay attention to",無視する,Try to ignore them.
1447,destroy,verb,to damage something so badly that it no longer exists,破壊する,Floods can destroy old roads.
